ID;NOME ORG;Latitude;Longitude
572;09.209.218/0001-25 | COOPERATIVA DE TRABALHO DE COLETA, TRIAGEM, PRODUÇÃO E COMERCIALIZAÇÃO DE MATERIAIS RECICLÁVEIS DE SÃO PAULO-SP;-23,589274;-46,7543869
573;09.218.750/0001-09 | ASSOCIAÇAO BENEFICENTE E COMUNITARIA SANTA LUZIA;-23,5562549;-46,441129
574;09.244.391/0001-64 | INSTITUTO BENEFICENTE RECANTO DA CRIANÇA;-23,4944727;-46,403459
575;09.265.222/0001-00 | IGREJA BATISTA RENOVADA BETEL;-23,5824939;-46,4092302
576;09.265.798/0001-78 | ASSOCIACAO BIANCA ALVES;-23,6035295;-46,4035776
577;09.267.503/0003-64 | ASSOCIAÇÃO EDUCAÇÃO CULTURA ARTE CIDADANIA;-23,5581946;-46,3949663
578;09.279.385/0001-42 | ASSOCIAÇÃO BENEFICENTE ESPORTIVA MELANI;-23,5414209;-46,4341941
579;09.288.793/0001-60 | INSTITUTO MARIA DO CARMO EVANGELISTA;-23,5148066;-46,4576647
580;09.305.112/0001-25 | IGREJA EVANGELICA MINISTERIO UNCAO DE DEUS;-23,484487;-46,7431787
581;09.308.607/0001-08 | ASSISTENCIA COMUNITARIA E SOCIAL DO JARDIM ROBRUE ADJACENCIAS VÓ ESTER;-23,51994;-46,4151497
582;09.315.022/0001-15 | INSTITUTO NEVES &YOSHINO;-23,4630356;-46,6534682
583;09.316.113/0001-75 | CASA DE CULTURA AFRO DESCENDENTES FILHOS DE MARIA;-23,4999635;-46,4560742
584;09.323.861/0001-85 | ASSOCIAÇÃO AMIGOS DOS BAIRRO DO JARDIM MANACÀ;-23,7444011;-46,7014161
585;09.361.318/0001-72 | ASSOCIAÇÃO RECREATIVA E CULTURAL BLOCO CARNAVALESCO BANDA DO FUXICO;-23,52763;-46,632138
586;09.368.991/0001-34 | ISBQ-INSTITUTO SOCIAL BEM QUERER;-23,5012991;-46,419794
587;09.376.147/0001-55 | COOPERATIVA DE TRABALHO DOS CATADORES DE MATERIAIS RECICLAVEIS DA FAVELA VILA PRUDENTE DE SÃO PAULO SP;-23,5817793;-46,5961629
588;09.376.744/0001-80 | INSTITUTO FLOR DO ORIENTE PARA TODOS;-23,5547023;-46,434634
589;09.376.786/0001-10 | CENTRO DE EDUCAÇÃO SOCIAL FORÇA DA MULHER;-23,5257379;-46,4615395
590;09.403.881/0001-66 | INSTITUTO AMIGOS DA ARTE;-23,4479893;-46,7406402
591;09.422.763/0001-03 | ASSOCIAÇÃO FRATERNAL REI DAVI;-23,5744158;-46,4805386
592;09.440.255/0001-40 | CLUBE DA COMUNIDADE VELEIROS;-23,7182143;-46,6975563
593;09.501.182/0001-59 | IGREJA EVANGELICA PENTECOSTAL PRONTO SOCORRO DA ALMA;-23,4831259;-46,5701614
594;09.512.398/0001-10 | ASSOCIACAO DOS MORADORES DA VILA CLIPER;-23,7236829;-46,7005457
595;09.512.718/0001-31 | IGREJA CRISTA ASSEMBLEIA DE DEUS MINISTERIO RENASCENTE;-23,6472935;-46,6595486
596;09.520.160/0001-36 | IGREJA EVANGELICA PENTECOSTAL ROCHA FORTE;-23,4507584;-46,6907754
597;09.541.391/0001-26 | CLUBE DA COMUNIDADE JARDIM MIRIAM;-23,6854241;-46,637735
598;09.547.556/0001-77 | CENTRO ESPIRITA GRUPO ANALIA FRANCO;-23,5501613;-46,4331088
599;09.564.755/0001-93 | ASSOCIAÇÃO BENEFICIENTE NAZARENA PAULISTANA;-23,6470272;-46,6415151
600;09.632.949/0001-89 | ASSOCIAÇÃO VIVER BEM NO CENTRO;-23,5199129;-46,6466429
601;09.656.447/0001-98 | MINISTÉRIO PROFÉTICO GERAÇÃO DE ADORADORES;-23,4957848;-46,6590489
602;10.013.459/0001-83 | CASARÃO BRASIL - ASSOCIAÇÃO LGBTI;-23,5337908;-46,7061733
603;10.140.338/0001-00 | ASSOCIACAO DO COMERCIO INFORMAL, DOS MICRO E PEQUENOS EMPREENDEDORES;-23,5369332;-46,6143138
604;10.144.895/0001-91 | ESPORTE CLUBE MODELO;-23,5246935;-46,4387516
605;10.157.922/0001-60 | RENOVAI ASSOCIACAO DE ASSISTENCIA A FAMILIA;-23,568242;-46,6308291
606;10.215.928/0001-47 | ACAZ- ASSOCIAÇÃO CULTURAL E ASSISTÊNCIAL DR ALEXANDRE ZAIO;-23,5970577;-46,7865989
607;10.216.147/0001-77 | ASSOCIAÇÃO COMUNITÁRIA ESTRELA FELIZ;-23,5502206;-46,4039271
608;10.249.147/0001-73 | MOVIMENTO PELO DIREITO A MORADIA - MDM;-23,6829838;-46,7363611
609;10.263.858/0001-00 | ASSOCIAÇÃO CULTURAL EDUCACIONAL DESPORTIVA PROJETO ACREDITAR;-23,486292;-46,4624319
610;10.273.377/0001-78 | ASSOCIACAO CULTURAL APRENDENDO A VIVER;-23,495221;-46,462636
611;10.281.986/0001-79 | COOPERATIVA DE TRABALHADORES DE COLETA SELETIVA E RECICLAGEM - RECICLA BUTANTÃ;-23,5894288;-46,7544424
612;10.284.844/0001-65 | CLUBE DA COMUNIDADE JARDIM HELENA CRISTÓVÃO DOMINGOS DOS SANTOS;-23,4788674;-46,4187338
613;10.288.958/0001-83 | ASSOCIAÇÃO BRASILEIRA DE APOIO A TERCEIRA IDADE;-23,5228061;-46,4961298
614;10.288.997/0001-80 | ASSOCIAÇÃO SOLIDARIEDANÇA DE ARTE E CULTURA;-23,5971556;-46,5412035
615;10.293.062/0001-92 | INSTITUTO ABC PELA A VIDA;-23,5199795;-46,46455
616;10.309.199/0001-98 | ASSOCIACAO DE MORADORES DA VILA IORIO E ADJACENCIAS;-23,4856123;-46,7052845
617;10.313.122/0001-91 | ASSOCIACAO COMUNITARIA SUCUPIRA;-23,7527998;-46,6840754
618;10.361.890/0001-10 | IGREJA EVANGELICA VIDA NOVA EM CRISTO - O AMOR FAZ A DIFERENÇA;-23,6012999;-46,5606366
619;10.369.818/0001-30 | II IGREJA UNIDA DO LIMOEIRO;-23,5119377;-46,4688073
620;10.389.130/0001-11 | IGREJA EVANGELICA PLENITUDE DA GRAÇA- MINISTERIO RESTAURANDO VIDAS;-23,618935;-46,5124993
621;10.389.818/0001-00 | AAMEC - ASSOCIAÇÃO AMIGOS DO ESPORTE EDUCAÇÃO E CULTURA;-23,4758958;-46,6333253
622;10.396.201/0002-94 | GRUPO UNIEV;-23,4946785;-46,4035624
623;10.440.408/0001-38 | ASSOCIAÇÃO COMUNITÁRIA DE DESENVOLVIMENTO SOCIAL - ACDS;-23,7087036;-46,6855729
624;10.449.792/0001-30 | INSTITUTO SOCIAL ARCA DA ALIANÇA;-23,4996304;-46,3978227
625;10.456.953/0001-12 | ASSOCIAÇÃO BENEFICENTE PORTO ILUMINADO;-23,5964685;-46,4391748
626;10.462.792/0001-70 | ASSOCIAÇÃO AQUINO;-23,5114887;-46,4699084
627;10.467.369/0001-62 | AZON-ASSOCIAÇÃO ZONA OESTE E NOROESTE DE FUTEBOL DE VÁRZEA;-23,4792815;-46,744477
628;10.473.504/0001-82 | ASSOCIAÇÃO ACEZOS;-23,723635;-46,6910121
629;10.482.385/0001-24 | ONG CASA DE RECONCILIAÇÃO DA NOVA ALIANÇA;-23,4688018;-46,6571318
630;10.491.377/0001-44 | COOPERPAC - COOPERATIVA DE TRABALHO E COLETA DO PARQUE COCAIA;-23,6999177;-46,6911723
631;10.502.393/0001-95 | IGREJA COMUNIDADE TEMPLO DE CURA;-23,4578813;-46,6051335
632;10.518.350/0001-06 | ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DO DISTRITO ANHANGUERA;-23,4342977;-46,7766655
633;10.527.318/0001-89 | PROJETO CHANCE PARAISOPOLIS;-23,6812439;-46,7793588
634;10.564.566/0001-08 | COMUNIDADE PALAVRA DE PODER;-23,5934568;-46,4932996
635;10.609.619/0001-51 | ASSOCIAÇÃO RECREATIVA E CULTURAL VILA FLÁVIA/ SÃO MATEUS;-23,5972207;-46,4801503
636;10.609.690/0001-34 | ASSOIAÇÃO UNIÃO EM FAMÍLIA E AMIGOS;-23,6503723;-46,7553939
637;10.625.000/0001-30 | ASSOCIAÇÃO MESSAGE SOUL;-23,4890817;-46,4192716
638;10.631.205/0001-29 | COMUNIDADE EVANGELICA  DEUS  DE  PAZ;-23,6120423;-46,4481048
639;10.646.245/0001-44 | ASSOCIAÇÃO CULTURAL DE CAPOEIRA RAIZ DA LIBERDADE;-23,5335554;-46,5487814
640;10.715.172/0001-03 | ASSOCIAÇÃO A MULHER E O MOVIMENTO HIP HOP;-23,5103197;-46,4457545
641;10.721.649/0001-55 | INSTITUTO DONA ROMILDA;-23,5889378;-46,511942
642;10.724.534/0001-14 | RENASSAINCE FAZER O BEM AOS MENOS FAVORECIDOS;-23,5381449;-46,6222833
643;10.749.468/0002-18 | INSTITUTO SOCIAL ESPAÇO NEGRO;-23,6190351;-46,5097472
644;10.769.892/0001-43 | ASSOCIAÇÃO COMUNITÁRIA DAS FAMÍLIAS DO BAIRRO JARDIM RECORD;-23,575526;-46,5262943
645;10.773.411/0001-73 | LEGACY ESCOLA DE IDIOMAS E REFORÇO ESCOLAR;-23,5000982;-46,396989
646;10.787.725/0001-25 | ESPORTE CLUBE ESTRELA JARDIM VILA FORMOSA;-23,5752488;-46,5246676
647;10.791.223/0001-78 | IGREJA PENTECOSTAL MISSAO EVANGELICA ESCOLHIDOS DE DEUS;-23,6984806;-46,6307983
648;10.821.508/0001-04 | IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO SHEKINAH ASONAI;-23,5274392;-46,4383371
649;10.861.861/0001-18 | C.D.C UNIÃO NORDESTE;-23,529255;-46,4842135
650;10.867.757/0001-30 | CARMO12 CHURCH - IGREJA EM CELULA;-23,5689656;-46,4775904
651;10.874.612/0001-67 | ASSOCIACAO BENEFICENTE SOCIAL VITORIA NAS MISSOES;-23,588254;-46,3921593
652;10.885.776/0001-90 | IC-INSTITUTO CASA - CENTRO DE APOIO SOCIAL E ATENDIMENTO;-23,8244305;-46,7243039
653;10.890.064/0001-69 | NUCLEO DE DOUTRINA UMBANDISTA AGUA CRISTALINA;-23,4321258;-46,5761075
654;10.898.283/0001-94 | ASSOCIAÇÃO EDUCACIONAL GUARANI;-23,5056627;-46,4441379
655;10.923.926/0001-02 | INSTITUTO INTERNACIONAL INTERLAGOS;-23,7601889;-46,6595769
656;10.925.037/0001-84 | ASSOCIAÇÃO DOS MORADORES DO JARDIM NOVO ORIENTE E ADJACENCIA;-23,6379234;-46,7585234
657;10.930.058/0001-98 | ASSOCIAÇÃO DE JOVEM DO JARDIM CASTRO ALVES;-23,7444997;-46,6832781
658;10.935.841/0001-44 | MOVIMENTO ORGANIZACIONAL VENCER EDUCAR E REALIZAR;-23,5999812;-46,598107
659;10.950.622/0001-34 | IGREJA PENTECOSTES PEDACINHO DO CEU;-23,508566;-46,4055743
660;11.013.934/0001-84 | CASA DE REPOUSO BRILHO CELESTE;-23,8375719;-46,7323859
661;11.042.809/0001-00 | ASSOCIACAO DA CIDADE AZUL E ADJACENTES - ACAAD;-23,665506;-46,6530113
662;11.044.418/0001-17 | INSTITUTO NACIONAL DO TERCEIRO SETOR;-23,545447;-46,4360764
663;11.076.862/0001-14 | INSTITUTO JOSEFINA BAKHITA;-23,6643981;-46,7547494
664;11.088.830/0001-39 | ASSOCIAÇÃO DE MORADORES DOS BAIRROS MIAMI PAULISTA, VILA BELA VISTA, CHACARÁ FLORIDA, JARDIM ARACATI E ADJACÊNCIAS;-23,7204655;-46,752512
665;11.103.022/0001-01 | ASSOCIAÇÃO CULTURAL FILHOS DA CORRENTE;-23,7756659;-46,6870403
666;11.109.513/0001-51 | ASSOCIACAO COMUNITARIA VIDA E CULTURA;-23,5622738;-46,4626823
667;11.137.162/0001-92 | INSTITUTO SÃO PAULO EM MOVIMENTO;-23,4686295;-46,5780085
668;11.140.162/0001-41 | INSTITUTO BENEFICIENTE ELDORADO;-23,8333335;-46,7262339
669;11.143.616/0001-38 | ASSOCIAÇÃO BENEFICENTE ESTRELA AZUL;-23,554897;-46,3950289
670;11.178.858/0001-67 | OS PRIMOS R-2 DEBONY F.C;-23,677611;-46,6858313
671;11.204.981/0003-77 | INSTITUTO NOVO HORIZONTES;-23,6692809;-46,7786783
672;11.211.001/0001-00 | COROA FUTEBOL CLUBE;-23,54781;-46,4350368
673;11.224.106/0001-95 | UNIÃO DOS POVOS PELA AÇÃO E CIDADANIA;-23,5358026;-46,4110402
674;11.258.736/0001-80 | COOPERMITI - COOPERATIVA DE TRABALHO, PRODUÇÃO, RECICLAGEM E GESTÃO DE RESÍDUOS SÓLIDOS;-23,5131;-46,6560858
675;11.349.046/0001-37 | ASSOCIACAO DA COMUNIDADE DO JARDIM TIRO AO POMBO;-23,4713326;-46,685857
676;11.379.779/0001-14 | IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO MISSAO TORRE FORTE;-23,5618616;-46,603867
677;11.391.391/0001-39 | IGREJA APOSTOLICA AD CONSERTO DIVINO;-23,5584243;-46,4304983
678;11.403.561/0001-58 | ASSOCIAÇÃO COMUNITARIA DO BAIRRO DE CIDADE ADEMAR E ADJ;-23,6700748;-46,6614249
679;11.422.072/0001-43 | GRÊMIO RECREATIVO FAVELA;-23,7019617;-46,6327316
680;11.427.819/0001-56 | INSTITUTO BRASILEIRO DE ALIANÇAS SOCIO AMBIENTAL CULTURAL;-23,496652;-46,672074
681;11.433.432/0001-02 | RITMOS DO CORAÇÃO;-23,6176964;-46,6647256
682;11.470.447/0001-40 | CLUBE DA COMUNIDADE DANÚBIO JARDIM MATARAZZO;-23,4886962;-46,4740965
683;11.579.010/0001-40 | PROJETO GERAÇÃO FUTURA COMUNIDADE;-23,5727444;-46,4246836
684;11.652.327/0001-64 | ASSOCIACAO EDUCACIONAL E ESPORTIVA NASCIMENTO;-23,5356114;-46,4198009
685;11.653.393/0001-59 | IGREJA EVANGÉLICA ASSEMBLEIA DE DEUS NAÇÕES DE CRISTO;-23,7225221;-46,7018813
686;11.694.582/0001-70 | ASSOCIACAO PAIS E FILHOS;-23,5889727;-46,7922388
687;11.698.742/0001-59 | INSTITUTO DE ACAO SOCIAL RIO BONITO;-23,7198714;-46,6961069
688;11.699.067/0001-82 | INESP - INSTITUIÇÃO ESPERANÇA PARA TODOS;-23,4551718;-46,6021376
689;11.699.067/0003-44 | INESP INSTITUIÇÃO;-23,7203986;-46,7694567
690;11.757.645/0001-90 | INSTITUTO NOVO TEMPO MUNDIAL;-23,5245237;-46,4206922
691;11.761.856/0001-04 | ASSOCIAÇÃO SÃO PIO DE PIETRELCINA E JOÃO PAULO II;-23,4962786;-46,5963428
692;11.805.722/0001-30 | IGREJA EVANGELICA APOSTOLICA UM MINISTERIO PARA AS NACOES;-23,6512792;-46,5983298
693;11.812.060/0001-25 | ASSOCIAÇÃO COMUNITARIA SANTOS DO JARDIM DAS OLIVEIRAS;-23,4915163;-46,3733472
694;11.830.773/0001-11 | IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO JARDIM ARICANDUVA;-23,5643567;-46,4813649
695;11.843.413/0001-54 | ASSOCIAÇÃO LAR SHEKINA-ALS;-23,5998122;-46,6379321
696;11.861.086/0011-35 | CENTRO DE REFERENCIA E ATENDIMENTO PARA IMIGRANTES;-23,5586255;-46,6427739
697;11.861.211/0001-35 | ASSEMBLEIA DE DEUS BEREIA INTERNACIONAL;-23,6002445;-46,792426
698;11.889.675/0001-50 | IGREJA EVANGELICA TABERNACULO DO DEUS VIVO;-23,5454495;-46,5133973
699;11.953.256/0001-30 | PROJETO ESCOLA DA BOLA;-23,7112396;-46,69088
700;11.983.040/0001-17 | ASSOCIAÇÃO DESPORTIVA PORTUGUESA 88;-23,6090762;-46,3979151
701;12.080.184/0001-26 | ASSOCIAÇÃO GENESIA E CARMINHA;-23,6666969;-46,6585586
702;12.121.569/0001-94 | ASSOCIACAO DE ATLETAS DO FUTURO DO ITAIM PAULISTA;-23,5216692;-46,4040367
703;12.321.922/0001-80 | ASSOCIAÇÃO COMUNITARIA DE MORADORES NA LUTA POR JUSTIÇA;-23,5352161;-46,6365548
704;12.349.507/0001-34 | ASSOCIAÇÃO DE MORADORES DA CPOMUNIDADE DO IGUAÇU;-23,6120718;-46,5288072
705;12.353.196/0001-87 | PROJETO URT - UNIÃO DA RUA TRINTA;-23,7466859;-46,6826735
706;12.361.908/0001-00 | CENTRO COMUNITARIO SANTA FE;-23,764472;-46,7015293
707;12.376.362/0001-60 | CLUBE DA COMUNIDADE JARDIM DAS OLIVEIRAS;-23,4918817;-46,3730636
708;12.409.774/0002-30 | EXECUTIVA NACIONAL DO MICROEMPREENDEDOR INDIVIDUAL (CEI SANTA PAULA);-23,6342944;-46,5878584
709;12.409.774/0003-11 | EXECUTIVA NACIONAL DO MICROEMPREENDEDOR INDIVIDUAL (CEI SAN AGOSTINO);-23,716892;-46,6367409
710;12.409.774/0004-00 | EXECUTIVA NACIONAL DO MICROEMPREENDEDOR INDIVIDUAL (CEI IND. JD. TANAY);-23,7675743;-46,6926517
711;12.409.774/0005-83 | EXECUTIVA NACIONAL DO MICROEMPREENDEDOR INDIVIDUAL (CEI JUREMA);-23,6143305;-46,6035611
712;12.409.774/0006-64 | EXECUTIVA NACIONAL DO MICROEMPREENDEDOR INDIVIDUAL (CEI SAN LAZZARO);-23,7255341;-46,7103706
713;12.409.774/0007-45 | EXECUTIVA NACIONAL DO MICROEMPREENDEDOR INDIVIDUAL (CEI SANTA MAE APARECIDA);-23,6369679;-46,5954728
714;12.409.774/0008-26 | EXECUTIVA NACIONAL DO MICROEMPREENDEDOR INDIVIDUAL (CEI SAN FRANCESCO DI ASSISI);-23,6060773;-46,6004647
715;12.409.774/0009-07 | EXECUTIVA NACIONAL DO MICROEMPREENDEDOR INDIVIDUAL (CEI SAN LONGINUS);-23,612394;-46,6061585
716;12.409.774/0010-40 | EXECUTIVA NACIONAL DO MICROEMPREENDEDOR INDIVIDUAL (CEI SANTA CECILIA);-23,7091613;-46,6569369
717;12.409.774/0011-21 | EXECUTIVA NACIONAL DO MICROEMPREENDEDOR INDIVIDUAL (CEI SAN BENEDETTO);-23,7357499;-46,6654916
718;12.481.183/0001-93 | COOPERATIVA DE TRABALHO DE CATADORES DE MATERIAIS RECICLAVEIS FILADELPHIA;-23,6009025;-46,4657587
719;12.513.117/0001-58 | ONG NOVA HARMONIA EM FAVO DA COMUNIDADE;-23,5407979;-46,4878325
720;12.543.619/0001-21 | ASSOCIAÇÃO COMUNITÁRIA ESPAÇO BEM ME QUER;-23,4600468;-46,6881163
721;12.591.779/0001-46 | INSTITUTO MÃO DUPLA;-23,5371238;-46,6075961
722;12.619.015/0001-11 | IGREJA EVANGELICA O SENHOR É A NOSSA JUSTIÇA;-23,5150655;-46,4885686
723;12.644.011/0001-93 | MOVIMENTO ESTADUAL DA POPULAÇÃO EM SITUAÇÃO DE RUA DE SÃO PAULO;-23,5472893;-46,6483466
724;12.675.015/0001-39 | CACV CULTIVANDO AMOR COLHENDO VIDAS;-23,4915921;-46,4363432
725;12.698.385/0001-91 | ASSOCIAÇÃO DESPORTIVA PRODUTO DO MORRO HELIÓPOLIS;-23,6001222;-46,5967939
726;12.706.108/0001-83 | IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO VAZ DE LIMA;-23,6705406;-46,7601011
727;12.768.640/0001-25 | ASSCIAÇÃO BENEFICENTE MENINA DOS OLHOS DE OURO;-23,6035295;-46,4035776
728;12.768.640/0002-06 | ASSOCIAÇÃO BENEFICENTE MENINA DOS OLHOS DE OURO;-23,5521767;-46,4840141
729;12.772.787/0001-99 | INSTITUTO ESCOLA DO POVO;-23,6208462;-46,7252786
730;12.848.492/0001-59 | IGREJA EVANGÉLICA ASSEMBLÉIA DE DEUS MINISTERIO RESTAURADOS EM CRISTO;-23,5714985;-46,4044856
731;12.867.159/0001-97 | ASSOCIAÇÃO ESPORTIVA OS CAVERINHAS FUTEBOL CLUBE;-23,6827154;-46,753665
732;12.926.363/0001-31 | ASSOCIACAO SEMEAR ESPERANCA SOCIAL;-23,6382243;-46,7437502
733;12.945.381/0001-60 | ASSOCIAÇAO CELEIROS DE VIDA;-23,6738847;-46,7570196
734;12.986.195/0001-70 | INSTITUTO LIRIOS DO VALE;-23,6058498;-46,5962746
735;13.013.019/0001-14 | ASSOCIAÇÃO BENEFICENTE RAUL DAS TINTAS;-23,5885294;-46,5229772
736;13.019.164/0001-02 | INSTITUTO CARBONE;-23,6707631;-46,783319
737;13.020.171/0001-24 | ASSOCIAÇAO HELIOPOLIS SOCIAL E LASER;-23,6097524;-46,59459
738;13.025.885/0001-25 | ASSOCIAÇÃO BENEFICENTE CULTURAL SAPOPEMBA;-23,6136638;-46,498181
739;13.058.098/0001-80 | ASSOCIACAO CULTURAL RECREATIVA E ESPORTIVA TULIPA DO SOL;-23,5469341;-46,4144455
740;13.075.487/0001-13 | ASSOCIAÇÃO RESGATE DE VIDAS;-23,5834337;-46,4060685
741;13.086.051/0001-20 | INSTITUTO ESTRELA DO AMANHA;-23,4988221;-46,7102149
742;13.096.305/0001-90 | ICIS - INSTITUTO DE CAPACITAÇÃO E INCLUSÃO SOCIAL;-23,6806548;-46,6650834
743;13.164.669/0001-60 | INSTITUTO VIVER A VIDA IVV;-23,495575;-46,409671
744;13.244.646/0001-66 | INSTITUTO BRANDÃO CULTURA ESPORTE E ASSISTÊNCIA SOCIAL;-23,4495183;-46,5727683
745;13.309.792/0001-22 | ESCOLA NINO JESUS;-23,5864274;-46,5765365
746;13.315.822/0001-03 | ENCANTOS INSTITUTO SÓCIO CULTURAL E BENEFICENTE;-23,4639975;-46,6677115
747;13.349.783/0001-65 | ASSOCIACAO BENEFICENTE E CULTURAL POR UM MUNDO MELHOR E SOLIDARIO;-23,5177019;-46,7050861
748;13.370.753/0001-30 | ASSOCIAÇÃO BENEFICENTE TOQUE DE ESPERANÇA;-23,483111;-46,467176
749;13.418.648/0001-24 | ICOOPS INSTITUTO DE COOPERAÇÃO PÚBLICA E SOCIAL;-23,4966368;-46,5912378
750;13.690.198/0001-24 | ASSOCIAÇÃO DAS MULHERES DE PARAISOPOLIS;-23,6208462;-46,7252786
751;13.698.666/0001-07 | IGREJA ASSEMBLEIA DE DEUS RENASCENDO EM CRISTO;-23,5230613;-46,3852516
752;13.705.547/0001-34 | IGREJA BATISTA EM JARDIM IRAPIRANGA;-23,6713683;-46,7877274
753;13.747.063/0001-58 | INSTITUTO VIDAS PRECIOSAS;-23,5182196;-46,4372925
754;13.823.676/0004-70 | IGREJA METODISTA WESLEYANA;-23,4869022;-46,3927875
755;13.832.220/0001-23 | ASSOCIACAO DE ESTUDOS ESPIRITA IRMAO ANSELMO;-23,4456471;-46,7503847
756;13.843.116/0001-34 | G.R.E.C. REVOLUÇÃO MACEDONIA;-23,6523686;-46,7889597
757;13.864.035/0001-10 | TENDA ESPIRITA CABOCLO SETE FLEXA E TIA MARIA DE ARUANDA DE GUAIANAZES;-23,5428673;-46,4089209
758;13.879.253/0001-29 | IGREJA EVANGELICA ASSEMBLEIA DE DEUS BOM RETIRO NA PENHA;-23,5222445;-46,5366794
759;13.983.763/0001-41 | IGREJA EVANGELICA PENTECOSTAL MINISTERIO NOVO CEU E NOVA TERRA;-23,519066;-46,3883425
760;14.018.124/0001-09 | CENTRO EDUCAÇÃO POPULAR AMBIENTAL E INTEGRAÇÃO SOCIAL;-23,4798543;-46,3819603
761;14.124.695/0001-28 | IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO JARDIM SAO CARLOS;-23,8014476;-46,6283388
762;14.146.504/0001-29 | INSTITUTO CORUJA DOURADA;-23,8295227;-46,7182285
763;14.166.950/0001-03 | CENTRO DE REFERENCIA AO IDOSO, CRIANCA E ADOLESCENTE;-23,5657029;-46,3996749
764;14.211.048/0001-53 | GREJA EVANGELICA PENTECOSTAL O BRASIL PARA CRISTO EM JARDIM ROBRU;-23,527536;-46,4075319
765;14.219.526/0001-71 | ASSOCIAÇÃO DESPORTIVA JUVENIL PORTUGUESA DO RIO PEQUENO;-23,5637801;-46,7551952
766;14.229.767/0001-00 | ASSOCIAÇÃO CRISTÃ BENEFICENTE MAR DA GALILÉIA;-23,5457084;-46,4433373
767;14.303.530/0001-13 | ORGANIZAÇÃO SOCIAL SANTA TEREZINHA;-23,6988588;-46,6462432
768;14.314.163/0001-53 | ASSEMBLEIA DE DEUS - MINISTERIO QUE ESTA NO CORACAO DE DEUS;-23,5108478;-46,4847782
769;14.324.334/0001-25 | IGREJA ASSEMBLEIA DE DEUS RESGATANDO A ARCA;-23,55171;-46,4338917
770;14.372.119/0001-08 | MISSÃO EVANGELICA LUZ PARA AS NAÇÕES;-23,5557714;-46,6395571
771;14.393.416/0001-21 | ASSOCIAÇÃO DE BAIRRO CASA BRANCA PARQUE SÃO MIGUEL;-23,7563875;-46,687012
772;14.499.606/0001-28 | ASSOCIACAO BENEFICENTE SOCIAL O SONHO SE REALIZA;-23,5870653;-46,4088921
773;14.511.860/0001-02 | ASSOCIAÇÃO GERAÇÃO APAIXONADA POR PESSOAS 'AGAPE' -OBRAS SOCIAIS E EDUCACIONAIS;-23,6516635;-46,7471503
774;14.626.697/0001-15 | CLUBE DA COMUNIDADE JARDIM VERA CRUZ;-23,7365616;-46,7756636
775;14.662.364/0001-41 | IGREJA EVANGELICA NOVO TEMPO EM CRISTO;-23,50051;-46,476357
776;14.689.084/0001-27 | IGREJA EVANGELICA PENTECOSTAL O BRASIL PARA CRISTO NA COLONIA JAPONESA;-23,5571144;-46,4485649
777;14.702.265/0001-46 | ASSOCIAÇÃO DE AMIGOS EDUCATIO PRO VITA;-23,5028114;-46,4641497
778;14.711.249/0001-10 | GEMAL - GRUPO ESPIRITA MAOS DE LUZ;-23,4399646;-46,7174346
779;14.716.414/0001-26 | INSTITUTO YANNI;-23,716668;-46,6934553
780;14.777.423/0001-27 | ASSOCIACAO FENIX RENASCENDO DAS CINZAS CIDADE TIRADENTES;-23,5755079;-46,4080401
781;14.884.675/0001-55 | ASSOCIAÇÃO COMUNITARIA FENIX;-23,543785;-46,3905927
782;15.084.975/0001-12 | ASSOCIAÇÃO DOS MORADORES DA VILA CRISTINA E VILA DA PAZ;-23,6498288;-46,6057925
783;15.222.471/0001-11 | INSTITUTO MÃOS EM SÃO PAULO;-23,5482075;-46,4340303
784;15.234.541/0001-51 | ASSOCIACAO COMUNITARIA CHACARA SOARES;-23,5596445;-46,4499759
785;15.269.388/0001-06 | ASSOCIAÇÃO PROJETO GILEADE;-23,5739288;-46,5646653
786;15.277.177/0001-07 | IGREJA EVANGELICA DEUS DO IMPOSSIVEL;-23,4104588;-46,7584794
787;15.296.457/0001-62 | ONG INSTITUTO VITORIA DE SA;-23,5001954;-46,4179081
788;15.308.663/0001-45 | ASSOCIAÇÃO DE ASSISTÊNCIA SOCIAL ENY VIEIRA MACHADO;-23,5532953;-46,459965
789;15.334.812/0001-40 | IGREJA BATISTA AGUA VIVA EM CIDADE TIRADENTES;-23,6012839;-46,4006938
790;15.355.260/0004-08 | AGÊNCIA ADVENTISTA DE DESENVOLVIMENTO E RECURSOS ASSISTENCIAIS;-23,6515505;-46,7015379
791;15.355.260/0020-10 | AGÊNCIA ADVENTISTA DE DESENVOLVIMENTO E RECURSOS ASSISTENCIAIS;-23,6764705;-46,775287
792;15.355.260/0035-04 | AGÊNCIA ADVENTISTA DE DESENVOLVIMENTO E RECURSOS ASSISTENCIAIS;-23,6342068;-46,7298124
793;15.355.260/0036-87 | AGÊNCIA ADVENTISTA DE DESENVOLVIMENTO E RECURSOS ASSISTENCIAIS;-23,549137;-46,6338568
