ID;NOME ORG;Latitude;Longitude
1;Unidade São Miguel Paulista;-23,4936896;-46,4397519
2;Unidade City Jaraguá;-23,4352715;-46,7342362
3;Unidade Jaraguá;-23,4892141;-46,7596601
4;Unidade Estrada do Sabão;-23,4753927;-46,698546
